,date,genres,name,platform,score
4342,"June 30, 2009",Shooter,Call of Juarez: Bound in Blood,PC,7.7
4343,"June 30, 2009",Puzzle,Rolando 2: The Quest for the Golden Orchid,iPhone,9.0
4344,"June 30, 2009",Action,Silver Star Reversi,Wii,5.0
4345,"June 30, 2009",Shooter,Call of Juarez: Bound in Blood,Xbox 360,7.7
4346,"June 30, 2009",Shooter,Water Warfare,Wii,6.9
4347,"June 30, 2009",Action,Harry Potter and the Half-Blood Prince,Nintendo DS,4.3
4348,"June 30, 2009",Action,Harry Potter and the Half-Blood Prince,PlayStation 3,7.7
4349,"June 30, 2009",RPG,Shin Megami Tensei: Devil Survivor,Nintendo DS,8.7
4350,"July 1, 2009",Fighting,The King of Fighters '98 Ultimate Match,Xbox 360,7.6
4351,"July 1, 2009",Shooter,Call of Juarez: Bound in Blood,PlayStation 3,7.5
4352,"July 1, 2009",Strategy,Worms 2: Armageddon,Xbox 360,8.5
4353,"July 1, 2009",Puzzle,Sudoku Master,Nintendo DSi,7.5
4354,"July 1, 2009","Sports, Action",Pirates vs. Ninjas Dodgeball,Wii,4.6
4355,"July 1, 2009",Strategy,History's Great Empires: Rome,Nintendo DS,5.0
4356,"July 2, 2009",Shooter,America's Army 3,PC,8.4
4357,"July 2, 2009",Shooter,ArmA II,PC,7.8
4358,"July 2, 2009",Action,Harry Potter and the Half-Blood Prince,PC,7.5
4359,"July 2, 2009",Adventure,Treasure World,Nintendo DS,7.5
4360,"July 2, 2009","Action, Adventure",Steambot Chronicles: Battle Tournament,PlayStation Portable,6.0
4361,"July 6, 2009",Puzzle,Bust-A-Move Plus,Wii,7.0
4362,"July 6, 2009",Action,Starhogs,iPhone,8.0
4363,"July 6, 2009",Action,The Punisher: No Mercy,PlayStation 3,4.2
4364,"July 6, 2009",Action,Bit.Trip Core,Wii,7.8
4365,"July 7, 2009",Shooter,Battlefield 1943,PlayStation 3,8.5
4366,"July 7, 2009",Strategy,Dawn of Discovery,Wii,8.0
4367,"July 7, 2009",Shooter,Battlefield 1943,Xbox 360,8.5
4368,"July 7, 2009","Sports, Action",The Bigs 2,PlayStation 3,8.0
4369,"July 7, 2009",Adventure,Tales of Monkey Island -- Chapter 1: Launch of the Screaming Narwhal,PC,7.9
4370,"July 7, 2009",Strategy,Dawn of Discovery,Nintendo DS,7.3
4371,"July 7, 2009",Action,Infernal: Hell's Vengeance,Xbox 360,4.0
4372,"July 7, 2009","Sports, Action",The Bigs 2,Xbox 360,8.0
4373,"July 7, 2009","Action, Adventure",Resident Evil Archives: Resident Evil,Wii,8.0
4374,"July 7, 2009",Puzzle,Jewel Quest Deluxe,iPhone,7.8
4375,"July 8, 2009",RPG,Mega Man Star Force 3: Black Ace,Nintendo DS,6.0
4376,"July 8, 2009",Platformer,Ice Age: Dawn of the Dinosaurs,PlayStation 3,6.5
4377,"July 8, 2009",Platformer,Ice Age: Dawn of the Dinosaurs,PlayStation 2,6.5
4378,"July 8, 2009",Platformer,Ice Age: Dawn of the Dinosaurs,PC,6.5
4379,"July 8, 2009","Flight, Simulation",Rise of Flight: The First Great Air War,PC,7.9
4380,"July 8, 2009",Hunting,Reel Fishing Challenge,Wii,4.4
4381,"July 8, 2009",Platformer,Ice Age: Dawn of the Dinosaurs,Wii,6.5
4382,"July 8, 2009",Racing,Fuel,PC,5.1
4383,"July 8, 2009",RPG,Mega Man Star Force 3: Red Joker,Nintendo DS,6.0
4384,"July 8, 2009","Strategy, RPG",Jagged Alliance DS,Nintendo DS,4.6
4385,"July 8, 2009",Platformer,Ice Age: Dawn of the Dinosaurs,Xbox 360,6.5
4386,"July 10, 2009",Puzzle,Jungle Bloxx,iPhone,7.5
4387,"July 10, 2009","Flight, Simulation",F.A.S.T.,iPhone,8.5
4388,"July 10, 2009",Racing,Heracles: Chariot Racing,Wii,6.5
4389,"July 10, 2009",RPG,Black Sigil: Blade of the Exiled,Nintendo DS,5.5
4390,"July 13, 2009",Sports,NCAA Football 10,PlayStation 3,8.3
4391,"July 13, 2009",Sports,NCAA Football 10,Xbox 360,8.3
4392,"July 13, 2009",Shooter,Madballs in Babo: Invasion,Xbox 360,7.5
4393,"July 13, 2009",Strategy,Worms [2009],iPhone,5.5
4394,"July 13, 2009","Card, Battle",Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,7.5
4395,"July 14, 2009",Puzzle,Droplitz,PC,7.5
4396,"July 14, 2009",Adventure,The Secret of Monkey Island: Special Edition,Xbox 360,8.7
4397,"July 14, 2009","Action, Adventure",Age of Pirates 2: City of Abandoned Ships,PC,5.7
4398,"July 15, 2009",Fighting,Street Fighter IV,PC,8.9
4399,"July 15, 2009",Adventure,The Secret of Monkey Island: Special Edition,PC,8.7
4400,"July 15, 2009","Sports, Action",The Bigs 2,Wii,6.3
4401,"July 15, 2009",Strategy,Dawn of Discovery,PC,8.2
4402,"July 16, 2009",Action,Incoming!,Wii,4.1
4403,"July 16, 2009",Sports,Home Run Battle 3D,iPhone,8.0
4404,"July 16, 2009",Simulation,"What Did I Do To Deserve This, My Lord?!",PlayStation Portable,7.7
4405,"July 16, 2009",Sports,Wii Sports Resort,Wii,7.7
4406,"July 17, 2009",Action,Unbound Saga,PlayStation Portable,5.8
4407,"July 17, 2009","Sports, Action",The Bigs 2,PlayStation Portable,6.0
4408,"July 17, 2009",Action,'Splosion Man,Xbox 360,9.0
4409,"July 17, 2009",Puzzle,Puzzlings,iPhone,7.5
4410,"July 17, 2009",Sports,PDC World Championship Darts,Wii,2.0
4411,"July 17, 2009",Sports,PDC World Championship Darts,PlayStation 2,1.0
4412,"July 20, 2009",Adventure,Up,Wii,7.0
4413,"July 20, 2009",Sports,PDC World Championship Darts,Nintendo DS,2.5
4414,"July 20, 2009",Adventure,Nancy Drew: Ransom of the Seven Ships,PC,7.3
4415,"July 20, 2009",Fighting,Streets of Rage,iPhone,4.0
4416,"July 20, 2009",Sports,PDC World Championship Darts,PlayStation Portable,2.0
4417,"July 21, 2009","Flight, Action",Blimp: The Flying Adventures,iPhone,8.0
4418,"July 21, 2009",Puzzle,Shatter,PlayStation 3,9.0
4419,"July 21, 2009",Shooter,Battlefield Heroes,PC,8.0
4420,"July 21, 2009",Action,G-Force,Wii,7.3
4421,"July 21, 2009","Action, Compilation",Namco Museum Essentials,PlayStation 3,7.2
4422,"July 21, 2009",Puzzle,Art Style: Base 10,Nintendo DSi,8.0
4423,"July 21, 2009",Action,G-Force,PlayStation 3,7.3
4424,"July 21, 2009",Action,G-Force,Xbox 360,7.3
4425,"July 21, 2009",Puzzle,Art Style: Zengage,Nintendo DSi,6.5
4426,"July 21, 2009",Simulation,Little King's Story,Wii,8.5
4427,"July 22, 2009","Sports, Action",Power Pros Touch,iPhone,5.0
4428,"July 22, 2009",Strategy,Final Fantasy Crystal Chronicles: My Life as a Dark Lord,Wii,8.1
4429,"July 23, 2009",Shooter,Gears of War 2 (All Fronts Collection),Xbox 360,7.8
4430,"July 23, 2009",Adventure,The Secret of Monkey Island: Special Edition,iPhone,6.5
4431,"July 23, 2009",Action,Pulseman,Genesis,8.0
4432,"July 23, 2009",Action,Pulseman,Wii,8.0
4433,"July 24, 2009",Sports,California Games,Wii,5.0
4434,"July 24, 2009",Action,Watchmen: The End is Nigh -- Parts 1 and 2,Xbox 360,5.0
4435,"July 27, 2009",Compilation,Watchmen: The End is Nigh -- The Complete Experience,PlayStation 3,5.0
4436,"July 27, 2009","Action, Adventure",Secret Command,Wii,6.0
4437,"July 27, 2009",Action,Resident Evil 4: Mobile Edition,iPhone,7.0
4438,"July 27, 2009",Other,Secret Command,Master System,6.0
4439,"July 28, 2009",Shooter,Fantasy Zone II,Master System,8.0
4440,"July 28, 2009",Action,G-Force,Nintendo DS,7.0
4441,"July 28, 2009",Action,G-Force,PlayStation Portable,7.4
4442,"July 28, 2009",Sports,Touch K.O.,iPhone,7.5
4443,"July 28, 2009",Adventure,Tales of Monkey Island -- Chapter 1: Launch of the Screaming Narwhal,Wii,7.0
4444,"July 28, 2009",Shooter,Fantasy Zone II: The Tears of Opa-Opa,Wii,8.0
4445,"July 28, 2009","Educational, Puzzle",Brain Challenge,Nintendo DSi,7.2
4446,"July 28, 2009",Strategy,Ant Nation,Wii,5.4
4447,"July 28, 2009",Fighting,Marvel vs. Capcom 2: New Age of Heroes,PlayStation 3,9.0
4448,"July 28, 2009",Sports,NCAA Football 10,PlayStation Portable,7.0
4449,"July 28, 2009",Action,G-Force,iPhone,7.5
4450,"July 28, 2009",Fighting,Marvel vs. Capcom 2: New Age of Heroes,Xbox 360,8.7
4451,"July 29, 2009",Shooter,Space Invaders Infinity Gene,iPhone,8.7
4452,"July 29, 2009",Fighting,The King of Fighters XII,PlayStation 3,6.0
4453,"July 29, 2009",Fighting,The King of Fighters XII,Xbox 360,6.0
4454,"July 29, 2009",Action,Bionic Commando,PC,7.5
4455,"July 30, 2009",Adventure,Bookworm Adventures Volume 2,PC,8.3
4456,"July 30, 2009",Platformer,Crazy Monkey Spin,iPhone,7.1
4457,"July 30, 2009",Strategy,East India Company,PC,7.7
4458,"July 30, 2009",Action,G-Force,PlayStation 2,7.3
4459,"July 30, 2009",Shooter,Minigore,iPhone,7.0
4460,"July 31, 2009",Simulation,SimEarth: The Living Planet,TurboGrafx-16,4.0
4461,"July 31, 2009",Racing,WipEout HD Fury,PlayStation 3,9.2
4462,"July 31, 2009","Puzzle, Action",Wild Wild Train,iPhone,8.0
4463,"July 31, 2009",Simulation,SimEarth: The Living Planet,Wii,4.0
4464,"August 3, 2009",Sports,NCAA Football 10,PlayStation 2,7.8
4465,"August 3, 2009",Action,Fat Princess,PlayStation 3,9.0
4466,"August 3, 2009",Sports,Tecmo Bowl [1987],Arcade,6.5
4467,"August 3, 2009",Strategy,Reign of Swords 2,iPhone,8.5
4468,"August 3, 2009",Sports,Tecmo Bowl (Arcade),Wii,6.5
4469,"August 4, 2009",Puzzle,Moonlights,iPhone,8.0
4470,"August 4, 2009",Action,G.I. Joe: The Rise of Cobra -- The Game,Nintendo DS,7.1
4471,"August 4, 2009",Shooter,Strikers 1945 Plus,PlayStation Portable,4.8
4472,"August 4, 2009",Action,G.I. Joe: The Rise of Cobra -- The Game,PlayStation 3,5.8
4473,"August 4, 2009","Action, RPG",Fallout 3 -- Mothership Zeta,Xbox 360,7.0
4474,"August 4, 2009",Action,G.I. Joe: The Rise of Cobra -- The Game,Xbox 360,5.8
4475,"August 4, 2009",Action,G.I. Joe: The Rise of Cobra -- The Game,PlayStation 2,5.8
4476,"August 4, 2009","Adult, Card",Sexy Poker,Wii,5.2
4477,"August 4, 2009",Music,SingStar: Queen,PlayStation 3,5.5
4478,"August 4, 2009",Action,G.I. Joe: The Rise of Cobra -- The Game,Wii,5.8
4479,"August 4, 2009","Action, RPG",Fallout 3 -- Mothership Zeta,PC,7.0
4480,"August 5, 2009",Action,Overturn,Wii,5.7
4481,"August 5, 2009",Action,G.I. Joe: The Rise of Cobra -- The Game,PlayStation Portable,5.0
4482,"August 5, 2009",Puzzle,Space Bust-A-Move,Nintendo DS,7.8
4483,"August 5, 2009","Fighting, Action",Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,Xbox 360,5.9
4484,"August 5, 2009",Action,Pac-Man Remix,iPhone,7.5
4485,"August 6, 2009",Platformer,Trine,PC,8.2
4486,"August 7, 2009",Sports,Madden NFL 10,Xbox 360,8.9
4487,"August 7, 2009",Sports,NFL 2010,iPhone,7.5
4488,"August 7, 2009",Sports,Madden NFL 10,PlayStation 3,8.9
4489,"August 7, 2009",Simulation,Daisy Fuentes Pilates,Wii,4.5
4490,"August 10, 2009",Shooter,Duke Nukem 3D,iPhone,7.9
4491,"August 10, 2009",Racing,Trials HD,Xbox 360,8.3
4492,"August 10, 2009",Racing,Asphalt 4 Elite Racing,Nintendo DSi,7.8
4493,"August 10, 2009",Platformer,NyxQuest: Kindred Spirits,Wii,8.5
4494,"August 10, 2009","Sports, Action",Rock n' Roll Climber,Wii,7.3
4495,"August 11, 2009",Platformer,The Three Musketeers: One for All!,Wii,5.1
4496,"August 11, 2009",Action,Super Star Wars,Super NES,8.0
4497,"August 11, 2009",Action,Super Star Wars,Wii,8.0
4498,"August 11, 2009","Action, Adventure",Brave: A Warrior's Tale,Xbox 360,4.3
4499,"August 11, 2009",Strategy,Sid Meier's Civilization Revolution,iPhone,6.5
4500,"August 12, 2009","Educational, Puzzle",Brain Age Express: Arts & Letters,Nintendo DSi,7.9
4501,"August 12, 2009",Card,HB Arcade Cards,Wii,2.8
4502,"August 12, 2009",RPG,Wolfenstein RPG,iPhone,8.5
4503,"August 12, 2009",Sports,Madden NFL 10,Wii,8.2
4504,"August 13, 2009",Productivity,Flipnote Studio,Nintendo DSi,9.0
4505,"August 13, 2009",Strategy,Crystal Defenders,PlayStation 3,7.5
4506,"August 13, 2009",Action,Buzz! Junior: Robo Jam,PlayStation 3,4.5
4507,"August 13, 2009",Adventure,Myst,PlayStation Portable,7.5
4508,"August 13, 2009","Action, Adventure",Brave: A Warrior's Tale,Wii,4.3
4509,"August 13, 2009",Sports,Madden NFL 10,PlayStation Portable,7.9
4510,"August 13, 2009",Puzzle,Sudoku Student,Nintendo DSi,7.0
4511,"August 13, 2009",Strategy,Hearts of Iron III,PC,8.5
4512,"August 14, 2009","Action, RPG",Dissidia Final Fantasy,PlayStation Portable,8.9
4513,"August 14, 2009","Card, Battle",Battle Poker,Wii,5.6
4514,"August 14, 2009",Sports,Madden NFL 10,PlayStation 2,7.3
4515,"August 17, 2009",Platformer,Spider: The Secret of Bryce Manor,iPhone,8.9
4516,"August 17, 2009",Music,Hannah Montana: Rock Out the Show,PlayStation Portable,5.1
4517,"August 17, 2009",Puzzle,Electric Box,iPhone,7.6
4518,"August 17, 2009",Shooter,Shadow Complex,Xbox 360,9.4
4519,"August 17, 2009",Adventure,PictureBook Games: Pop-Up Pursuit,Wii,6.1
4520,"August 18, 2009",Action,The Revenge of Shinobi,Wii,8.0
4521,"August 18, 2009",Shooter,Wolfenstein,Xbox 360,7.3
4522,"August 18, 2009",Battle,Fossil Fighters,Nintendo DS,5.9
4523,"August 18, 2009",Action,The Revenge of Shinobi,Genesis,8.0
4524,"August 19, 2009",Board,3D Good vs. Evil,iPhone,6.8
4525,"August 19, 2009",Simulation,Real Heroes: Firefighter,Wii,7.7
4526,"August 19, 2009",Shooter,Wolfenstein,PlayStation 3,7.0
4527,"August 19, 2009",Platformer,Bust-A-Move,iPhone,7.1
4528,"August 20, 2009",Racing,Pro Cycling Manager: Tour de France 2009,Xbox 360,5.1
4529,"August 20, 2009",Shooter,Wolfenstein,PC,7.3
4530,"August 20, 2009",Adventure,"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",PC,7.2
4531,"August 20, 2009",Puzzle,Osmos,PC,8.5
4532,"August 21, 2009",Action,Batman: Arkham Asylum,PlayStation 3,9.3
4533,"August 21, 2009",Music,Rock Band Track Pack: Country,Wii,5.0
4534,"August 21, 2009",Music,Rock Band Track Pack: Country,Xbox 360,6.5
4535,"August 21, 2009",Racing,Smash Cars,PlayStation 3,7.0
4536,"August 21, 2009",Music,Rock Band Track Pack: Country,PlayStation 2,5.0
4537,"August 21, 2009",Music,Rock Band Track Pack: Country,PlayStation 3,6.5
4538,"August 21, 2009",Action,Batman: Arkham Asylum,Xbox 360,9.3
4539,"August 21, 2009",Compilation,Metroid Prime Trilogy,Wii,9.5
4540,"August 23, 2009",Action,Gangstar: West Coast Hustle,iPhone,7.9
4541,"August 24, 2009",RPG,WarpForce,PC,4.0
4542,"August 24, 2009",Action,Super Star Wars: The Empire Strikes Back,Super NES,7.5
4543,"August 24, 2009",Action,Super Star Wars: The Empire Strikes Back,Wii,7.5
4544,"August 24, 2009",Adventure,Professor Layton and The Diabolical Box,Nintendo DS,8.5
4545,"August 25, 2009",Adventure,Tales of Monkey Island -- Chapter 2: The Siege of Spinner Cay,PC,7.9
4546,"August 25, 2009",Action,Batman: Arkham Asylum (Collector's Edition),PlayStation 3,9.3
4547,"August 25, 2009",Puzzle,Mr. Driller W,Wii,6.1
4548,"August 25, 2009",Action,Batman: Arkham Asylum (Collector's Edition),Xbox 360,9.3
4549,"August 25, 2009",RPG,Mass Effect: Pinnacle Station,Xbox 360,5.0
4550,"August 26, 2009",Action,Watchmen: The End is Nigh -- Part 2,PC,5.0
4551,"August 26, 2009","Action, Adventure",Spectrobes: Origins,Wii,8.0
4552,"August 26, 2009",Action,Watchmen: The End is Nigh -- Part 2,Xbox 360,5.0
4553,"August 26, 2009",Action,Watchmen: The End is Nigh -- Part 2,PlayStation 3,5.0
4554,"August 26, 2009","Fighting, Action",Invincible Tiger: The Legend of Han Tao,Xbox 360,6.6
4555,"August 26, 2009","Sports, Simulation",NBA 2K10: Draft Combine,Xbox 360,7.5
4556,"August 26, 2009",Shooter,iMech,iPhone,8.5
4557,"August 27, 2009",Adventure,Cursed Mountain,Wii,7.5
4558,"August 28, 2009",Platformer,Spy Bot Chronicles,iPhone,7.0
4559,"August 28, 2009","Fighting, Action",Invincible Tiger: The Legend of Han Tao,PlayStation 3,6.6
4560,"August 28, 2009",Fighting,Soulcalibur: Broken Destiny,PlayStation Portable,8.0
4561,"August 31, 2009",RPG,Phantasy Star,Master System,8.5
4562,"August 31, 2009",Adventure,Tales of Monkey Island -- Chapter 2: The Siege of Spinner Cay,Wii,6.9
4563,"August 31, 2009",RPG,Phantasy Star,Wii,8.5
4564,"September 1, 2009",Music,Guitar Hero 5,Wii,9.3
4565,"September 1, 2009",Music,Guitar Hero 5,Xbox 360,8.9
4566,"September 1, 2009",Flight,IL-2: Sturmovik: Birds of Prey,Xbox 360,8.6
4567,"September 1, 2009","Strategy, RPG",Defense Grid: The Awakening,Xbox 360,8.9
4568,"September 1, 2009",Music,Guitar Hero 5,PlayStation 3,8.9
4569,"September 2, 2009",Puzzle,Mr. Driller,iPhone,6.5
4570,"September 2, 2009","Educational, Puzzle",Brain Age Express: Sudoku,Nintendo DSi,8.0
4571,"September 2, 2009","Puzzle, Action",Pop+ Solo,Nintendo DSi,7.0
4572,"September 2, 2009","Sports, Action",The Bigs 2,PlayStation 2,5.8
4573,"September 3, 2009",Racing,Dirt 2,PlayStation 3,8.4
4574,"September 3, 2009",Action,Raven Squad,Xbox 360,2.0
4575,"September 3, 2009",Action,Warriors Orochi 2,PlayStation Portable,5.2
4576,"September 3, 2009",Racing,Dirt 2,Xbox 360,8.4
4577,"September 3, 2009",Shooter,Raven Squad,PC,2.0
4578,"September 3, 2009",Action,Yo-Ho Kablammo!,Xbox 360,5.3
4579,"September 4, 2009","Sports, Compilation",Active Life: Extreme Challenge,Wii,5.0
4580,"September 4, 2009",RPG,Mana Khemia 2: Fall of Alchemy,PlayStation 2,8.0
4581,"September 4, 2009",Fighting,Fate/Unlimited Codes,PlayStation Portable,8.2
4582,"September 4, 2009",Simulation,Muramasa: The Demon Blade,Wii,8.9
4583,"September 5, 2009",Music,The Beatles: Rock Band,Xbox 360,9.0
4584,"September 5, 2009",Music,The Beatles: Rock Band,Wii,9.0
4585,"September 5, 2009",Music,The Beatles: Rock Band,PlayStation 3,9.0
4586,"September 8, 2009",Action,Super Star Wars: Return of the Jedi,Super NES,8.5
4587,"September 8, 2009",Music,The Beatles: Rock Band (Limited Edition),Wii,8.0
4588,"September 8, 2009",Racing,Dirt 2,PlayStation Portable,4.2
4589,"September 8, 2009",Music,The Beatles: Rock Band (Limited Edition),Xbox 360,8.0
4590,"September 8, 2009",Shooter,Section 8,PC,8.0
4591,"September 8, 2009",Shooter,Section 8,Xbox 360,7.5
4592,"September 8, 2009",Action,Super Star Wars: Return of the Jedi,Wii,8.5
4593,"September 8, 2009","Sports, Simulation",Out of the Park Baseball 10,PC,8.0
4594,"September 8, 2009",Music,The Beatles: Rock Band (Limited Edition),PlayStation 3,8.0
4595,"September 9, 2009",Sports,Madden NFL 10,iPhone,8.0
4596,"September 9, 2009",Shooter,Contra ReBirth,Wii,8.2
4597,"September 9, 2009",Shooter,Darkest of Days,PC,4.0
4598,"September 9, 2009","Strategy, RPG",Disgaea 2: Dark Hero Days,PlayStation Portable,8.6
4599,"September 9, 2009",Platformer,LittleBigPlanet (Game of the Year Edition),PlayStation 3,9.5
4600,"September 9, 2009",Shooter,Darkest of Days,Xbox 360,3.6
4601,"September 9, 2009",Racing,Dirt 2,Nintendo DS,8.0
4602,"September 10, 2009",Action,Resident Evil 5,PC,9.3
4603,"September 10, 2009",Racing,Need for Speed Shift,PlayStation 3,9.0
4604,"September 10, 2009",Racing,Need for Speed Shift,Xbox 360,9.0
4605,"September 10, 2009",Shooter,Modern Combat: Sandstorm,iPhone,8.3
4606,"September 10, 2009",Fighting,Blades of Fury,iPhone,7.5
4607,"September 10, 2009",Racing,Need for Speed Shift,PC,9.0
4608,"September 10, 2009","Action, RPG",Mario & Luigi: Bowser's Inside Story,Nintendo DS,9.5
4609,"September 11, 2009",Action,Batman: Arkham Asylum,PC,9.3
4610,"September 11, 2009",Fighting,Naruto Shippuden: Ninja Destiny 2,Nintendo DS,7.5
4611,"September 11, 2009","Flight, Action",IL-2: Sturmovik: Birds of Prey,PlayStation 3,8.6
4612,"September 11, 2009","Fighting, Action",Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,PlayStation 3,5.9
4613,"September 14, 2009",Action,Wet,Xbox 360,6.6
4614,"September 14, 2009",Action,Dexter: The Game,iPhone,8.0
4615,"September 14, 2009",Action,Wet,PlayStation 3,6.6
4616,"September 14, 2009",Platformer,Sonic & Knuckles,Xbox 360,7.5
4617,"September 14, 2009",Sports,NHL 10,PlayStation 3,8.7
4618,"September 14, 2009",Sports,NHL 10,Xbox 360,8.7
4619,"September 15, 2009","Action, RPG",Marvel: Ultimate Alliance 2,PlayStation 3,7.7
4620,"September 15, 2009",Sports,NHL 2K10,Xbox 360,6.7
4621,"September 15, 2009",Sports,Crash 'N' The Boys: Street Challenge,Wii,8.0
4622,"September 15, 2009",Puzzle,Zuma's Revenge,PC,8.0
4623,"September 15, 2009",Strategy,Majesty 2: The Fantasy Kingdom Sim,PC,7.5
4624,"September 15, 2009","Puzzle, Action",Scribblenauts,Nintendo DS,8.7
4625,"September 15, 2009",Shooter,Raiden IV,Xbox 360,6.0
4626,"September 15, 2009",Sports,NHL 2K10,PlayStation 3,6.7
4627,"September 15, 2009",Racing,Gran Turismo [PSP],PlayStation Portable,6.8
4628,"September 15, 2009",Strategy,GeoDefense Swarm,iPhone,8.2
4629,"September 15, 2009",Sports,Crash 'N' The Boys: Street Challenge,NES,8.0
4630,"September 15, 2009","Action, RPG",Marvel: Ultimate Alliance 2,Xbox 360,7.7
4631,"September 16, 2009",Platformer,Squareball,iPhone,9.0
4632,"September 16, 2009",RPG,Champions Online,PC,7.6
4633,"September 16, 2009",Racing,Dirt 2,Wii,4.0
4634,"September 16, 2009",Shooter,Red Faction: Guerrilla,PC,8.0
4635,"September 16, 2009",Puzzle,Spaceball: Revolution,Wii,5.9
4636,"September 17, 2009","Action, RPG",Marvel: Ultimate Alliance 2,Wii,5.8
4637,"September 17, 2009",Music,Hip Hop All Star,iPhone,8.0
4638,"September 17, 2009",Puzzle,Bubble Bobble Neo!,Xbox 360,7.9
4639,"September 17, 2009",Strategy,Command & Conquer: Red Alert 3 -- Commander's Challenge,Xbox 360,7.5
4640,"September 18, 2009",Adventure,Interpol: The Trail of Dr. Chaos,PlayStation 3,4.5
4641,"September 18, 2009","Flight, Action",IL-2: Sturmovik: Birds of Prey,PlayStation Portable,6.8
4642,"September 18, 2009",Sports,NHL 2K10,Wii,8.0
4643,"September 18, 2009","Action, Adventure",Uncharted 2: Among Thieves,PlayStation 3,9.5
4644,"September 18, 2009",RPG,Super Robot Taisen OG Saga: Endless Frontier,Nintendo DS,8.0
4645,"September 18, 2009",Pinball,Pinball Hall of Fame: The Williams Collection,PlayStation 3,8.5
4646,"September 18, 2009",Pinball,Pinball Hall of Fame: The Williams Collection,Xbox 360,8.5
4647,"September 19, 2009",Shooter,Halo 3: ODST,Xbox 360,9.0
4648,"September 21, 2009","Flight, Simulation",Aera,iPhone,6.5
4649,"September 21, 2009",Productivity,MySims Camera,Nintendo DSi,4.0
4650,"September 21, 2009",Puzzle,"You, Me & The Cubes",Wii,8.5
4651,"September 21, 2009",Racing,Need for Speed Shift,PlayStation Portable,6.0
4652,"September 22, 2009",Adventure,Spyborgs,Wii,7.5
4653,"September 22, 2009",Adventure,Wizards of Waverly Place,Nintendo DS,5.0
4654,"September 22, 2009",Action,Mini Ninjas,Xbox 360,8.0
4655,"September 22, 2009",Action,Mini Ninjas,PlayStation 3,8.0
4656,"September 22, 2009",Action,Mini Ninjas,Wii,7.6
4657,"September 22, 2009",Fighting,Teenage Mutant Ninja Turtles: Smash-Up,Wii,7.0
4658,"September 22, 2009","Action, Adventure",Golvellius: Valley of Doom,iPhone,7.3
4659,"September 22, 2009",Action,Ninja Gaiden Sigma 2,PlayStation 3,8.4
4660,"September 22, 2009","Action, RPG",Hybrid: Eternal Whisper,iPhone,8.0
4661,"September 22, 2009",Action,Bit Boy,Wii,5.5
4662,"September 23, 2009","Action, Adventure",The Last Ninja 2: Back with a Vengeance,Commodore 64/128,7.5
4663,"September 23, 2009","Action, Adventure",The Last Ninja 2: Back with a Vengeance,Wii,7.5
4664,"September 23, 2009",Action,Katamari Forever,PlayStation 3,7.0
4665,"September 23, 2009",Action,Zombie Apocalypse,Xbox 360,6.5
4666,"September 23, 2009",Flight,IL-2: Sturmovik: Birds of Prey,Nintendo DS,3.5
4667,"September 23, 2009",Adventure,James Patterson's Women's Murder Club: Games of Passion,Nintendo DS,6.0
4668,"September 24, 2009","Action, Adventure",Dead Space Extraction,Wii,8.5
4669,"September 24, 2009",Action,Shorts,Nintendo DS,6.0
4670,"September 24, 2009",Racing,Mart Racer,Wii,4.0
4671,"September 24, 2009",Action,Zombie Apocalypse,PlayStation 3,6.5
4672,"September 24, 2009","Puzzle, Action",Lumines Touch Fusion,iPhone,5.8
4673,"September 24, 2009",Strategy,Sliding Heroes,iPhone,7.7
4674,"September 25, 2009",Sports,Baseball Superstars 2010,iPhone,8.5
4675,"September 25, 2009","Flight, Action",Heroes Over Europe,PlayStation 3,6.0
4676,"September 25, 2009","Educational, Puzzle",Drill Sergeant Mindstrong,Wii,5.5
4677,"September 25, 2009",Strategy,Order of War,PC,8.0
4678,"September 25, 2009",Action,Family Guy: Uncensored,iPhone,4.5
4679,"September 25, 2009","Flight, Action",Heroes Over Europe,Xbox 360,6.0
4680,"September 25, 2009",Adventure,MySims Agents,Wii,7.8
4681,"September 25, 2009",Card,Clubhouse Games Express: Strategy Pack,Nintendo DSi,5.7
4682,"September 25, 2009","Flight, Action",Heroes Over Europe,PC,6.0
4683,"September 25, 2009",Action,Mini Ninjas,Nintendo DS,4.0
4684,"September 28, 2009",Action,Altered Beast (Arcade),Wii,4.0
4685,"September 28, 2009","Fighting, Action",The Warriors: Street Brawl,Xbox 360,3.3
4686,"September 28, 2009","Fighting, Action",Altered Beast,Arcade,4.0
4687,"September 28, 2009",Action,Scooby-Doo! First Frights,Nintendo DS,5.0
4688,"September 28, 2009","Action, RPG",Fallout 3 -- Broken Steel,PlayStation 3,8.5
4689,"September 28, 2009","Action, RPG",Kingdom Hearts 358/2 Days,Nintendo DS,8.0
4690,"September 28, 2009",Action,Scooby-Doo! First Frights,Wii,5.0
4691,"September 28, 2009",Action,Ion Assault,Xbox 360,7.8
4692,"September 28, 2009","Action, Adventure",Scooby-Doo! First Frights,PlayStation 2,5.0
4693,"September 28, 2009",Educational,Brain Challenge 2: Think Again!,iPhone,7.5
4694,"September 28, 2009",Action,Monster Mayhem: Build and Battle,Nintendo DS,4.0
