,date,genres,name,platform,score
4052,"February 7, 2006",Simulation,Tamagotchi Connection: Corner Shop,Nintendo DS,6.0
4053,"February 8, 2006",Shooter,Mutant Storm Reloaded,Xbox 360,7.5
4054,"February 8, 2006",Board,Hardwood Backgammon,Xbox 360,6.8
4055,"February 8, 2006",Shooter,Greg Hastings' Tournament Paintball Max'd,Nintendo DS,4.0
4056,"February 8, 2006",Action,Action Octopus 3D,Wireless,3.0
4057,"February 9, 2006",Puzzle,Irritating Maze,Wireless,6.5
4058,"February 10, 2006",Fighting,Street Fighter Alpha 3 Max,PlayStation Portable,8.3
4059,"February 10, 2006",Action,24: The Game,Wireless,9.0
4060,"February 10, 2006",Sports,Rugby 06,Xbox,8.3
4061,"February 10, 2006",Sports,Rugby 06,PlayStation 2,8.3
4062,"February 10, 2006",Strategy,Age of Empires: The Age of Kings,Nintendo DS,8.2
4063,"February 10, 2006",RPG,Grandia III,PlayStation 2,7.6
4064,"February 13, 2006","Action, Compilation",Midway Arcade Treasures: Extended Play,PlayStation Portable,6.0
4065,"February 13, 2006",Shooter,Crystal Quest,Xbox 360,6.3
4066,"February 14, 2006",Racing,TOCA Race Driver 3,Xbox,8.7
4067,"February 14, 2006",Sports,RocketBowl,Wireless,8.2
4068,"February 14, 2006","Racing, Action",Full Auto,Xbox 360,7.1
4069,"February 14, 2006",Racing,TOCA Race Driver 3,PlayStation 2,8.7
4070,"February 14, 2006",Action,Call of Duty 2,Wireless,8.0
4071,"February 15, 2006",Strategy,Star Wars: Empire at War,PC,7.6
4072,"February 15, 2006",Shooter,Jaws 3D,Wireless,7.0
4073,"February 15, 2006","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure (Limited Edition),PlayStation 2,7.0
4074,"February 15, 2006","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure,Xbox,7.0
4075,"February 15, 2006",Racing,MX vs. ATV Unleashed,PC,7.5
4076,"February 15, 2006","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,7.0
4077,"February 15, 2006","Action, Adventure",Marc Ecko's Getting Up: Contents Under Pressure,PC,7.0
4078,"February 15, 2006",Platformer,Curious George,GameCube,5.5
4079,"February 15, 2006","Puzzle, Action",Exit,PlayStation Portable,6.8
4080,"February 16, 2006",Racing,American Chopper 2: Full Throttle,GameCube,6.0
4081,"February 16, 2006",Platformer,Curious George,PlayStation 2,5.5
4082,"February 16, 2006",Racing,American Chopper 2: Full Throttle,Xbox,6.0
4083,"February 16, 2006",Action,Finding Nemo: Escape to the Big Blue,Nintendo DS,7.0
4084,"February 16, 2006",Shooter,Tom Clancy's Rainbow Six: Lockdown,PC,6.5
4085,"February 16, 2006",Action,Drakengard 2,PlayStation 2,6.3
4086,"February 16, 2006",Racing,American Chopper 2: Full Throttle,PlayStation 2,6.0
4087,"February 17, 2006",Sports,Fight Night Round 3,Xbox,8.0
4088,"February 17, 2006",Sports,NBC Sports Figure Skating,Wireless,5.6
4089,"February 17, 2006",Party,Shrek SuperSlam,Nintendo DS,4.5
4090,"February 17, 2006",Sports,Fight Night Round 3,PlayStation 2,8.0
4091,"February 17, 2006",Sports,Fight Night Round 3,Xbox 360,8.5
4092,"February 21, 2006",Card,World Championship Poker 2: Featuring Howard Lederer,PlayStation Portable,6.5
4093,"February 21, 2006",Action,WWII Tank Commander,PC,5.0
4094,"February 21, 2006","Sports, Simulation",Mini Golf Las Vegas,Wireless,7.0
4095,"February 21, 2006",Racing,Moto Racing Fever,Wireless,7.9
4096,"February 22, 2006",Card,Hardwood Hearts,Xbox 360,6.8
4097,"February 22, 2006",Shooter,Black,Xbox,8.6
4098,"February 22, 2006",Strategy,Empire Earth Mobile,Wireless,7.4
4099,"February 22, 2006",Shooter,Black,PlayStation 2,8.7
4100,"February 23, 2006",Racing,Sonic Riders,GameCube,6.2
4101,"February 23, 2006",Racing,Sonic Riders,Xbox,6.2
4102,"February 23, 2006","Racing, Action",Sonic Riders,PlayStation 2,6.2
4103,"February 23, 2006",Card,Midnight Hold 'em Poker,Wireless,7.9
4104,"February 23, 2006",Platformer,Super Princess Peach,Nintendo DS,7.8
4105,"February 23, 2006",RPG,Harvest Moon: A Wonderful Life -Special Edition-,PlayStation 2,6.0
4106,"February 23, 2006",Action,State of Emergency 2,PlayStation 2,5.3
4107,"February 24, 2006",Action,Super Monkey Ball Touch & Roll,Nintendo DS,6.5
4108,"February 24, 2006",Racing,TOCA Race Driver 3,PC,8.7
4109,"February 24, 2006",Adventure,Jurassic Park [Mobile],Wireless,6.8
4110,"February 24, 2006",Action,Ice Age 2: Arctic Slide,Wireless,7.8
4111,"February 24, 2006",RPG,MS Saga: A New Dawn,PlayStation 2,6.2
4112,"February 27, 2006",Sports,Fight Night Round 3,PlayStation Portable,6.7
4113,"February 27, 2006",Puzzle,WordKing Spelltris,Wireless,8.3
4114,"February 27, 2006",Racing,MX vs. ATV Unleashed: On the Edge,PlayStation Portable,8.3
4115,"February 28, 2006",Simulation,Virtual Skipper 4,PC,6.8
4116,"February 28, 2006",Simulation,Nightclub Empire,Wireless,8.9
4117,"February 28, 2006",Sports,FIFA Street 2,PlayStation 2,6.0
4118,"February 28, 2006",Sports,MLB 06: The Show,PlayStation 2,8.0
4119,"February 28, 2006","Fighting, Action",Final Fight: Streetwise,PlayStation 2,3.6
4120,"February 28, 2006","Fighting, Action",Final Fight: Streetwise,Xbox,3.5
4121,"February 28, 2006",Sports,FIFA Street 2,Xbox,6.0
4122,"February 28, 2006",Sports,FIFA Street 2,GameCube,6.0
4123,"February 28, 2006",RPG,Tales of Phantasia,Game Boy Advance,7.5
4124,"March 1, 2006","Sports, Racing",Bode Miller Alpine Skiing,PlayStation 2,3.2
4125,"March 1, 2006",Puzzle,It's Mr. Pants,Wireless,5.0
4126,"March 1, 2006",Sports,MLB 06: The Show,PlayStation Portable,8.3
4127,"March 2, 2006",Strategy,The Lord of the Rings: The Battle for Middle-earth II,PC,9.0
4128,"March 2, 2006",Action,The Three Stooges: Makin' Dough,Wireless,7.0
4129,"March 2, 2006",Puzzle,Sudoku Garden,Wireless,7.9
4130,"March 2, 2006",Action,24: The Game,PlayStation 2,4.2
4131,"March 3, 2006","Racing, Action",Pursuit Force,PlayStation Portable,8.4
4132,"March 3, 2006",Action,Onimusha: Dawn of Dreams,PlayStation 2,8.8
4133,"March 3, 2006",Racing,Street Supremacy,PlayStation Portable,2.5
4134,"March 3, 2006","Adult, Card",Sexy Poker 2006,Wireless,6.9
4135,"March 3, 2006",Party,Homies Dominoes 'n Dice,Wireless,7.7
4136,"March 6, 2006",Action,Resident Evil: The Missions,Wireless,8.5
4137,"March 6, 2006",Sports,FIFA Street 2,Nintendo DS,4.8
4138,"March 6, 2006",RPG,Ys: The Ark of Napishtim,PlayStation Portable,5.6
4139,"March 6, 2006",Adventure,Scratches,PC,7.7
4140,"March 6, 2006",Racing,Burnout Revenge,Xbox 360,8.9
4141,"March 7, 2006",Puzzle,Bill's Eggcellent Adventure,Wireless,7.1
4142,"March 7, 2006",Strategy,Galactic Civilizations II: Dread Lords,PC,8.7
4143,"March 7, 2006",Shooter,Tom Clancy's Ghost Recon Advanced Warfighter,Xbox 360,9.2
4144,"March 7, 2006",Puzzle,Pokemon Trozei,Nintendo DS,8.0
4145,"March 7, 2006",Sports,College Hoops 2K6,Xbox 360,7.4
4146,"March 7, 2006",Shooter,1942,Wireless,4.5
4147,"March 7, 2006",RPG,Shadow Hearts: From the New World,PlayStation 2,7.8
4148,"March 7, 2006",Shooter,SWAT 4: The Stetchkov Syndicate,PC,8.5
4149,"March 7, 2006",Platformer,Curious George,Xbox,5.5
4150,"March 7, 2006",Fighting,Dragon Ball Z: Shin Budokai,PlayStation Portable,7.0
4151,"March 8, 2006",Fighting,Naruto: Clash of Ninja,GameCube,7.8
4152,"March 8, 2006",Casino,Golden Nugget Casino DS,Nintendo DS,5.0
4153,"March 8, 2006","Strategy, RPG",Generation of Chaos,PlayStation Portable,6.7
4154,"March 8, 2006",Fighting,Street Fighter II: The World Warrior [2006],Wireless,6.8
4155,"March 9, 2006",Card,Texas Hold 'em Poker,Nintendo DS,6.0
4156,"March 9, 2006",Virtual Pet,Insaniquarium,Wireless,8.3
4157,"March 9, 2006",Platformer,Daxter,PlayStation Portable,9.0
4158,"March 10, 2006",Action,Metal Gear Solid 3: Subsistence (Limited Edition),PlayStation 2,9.8
4159,"March 10, 2006",Action,Tony Hawk's American Wasteland,Wireless,7.5
4160,"March 10, 2006",Action,Ghosts 'N Goblins [2006],Wireless,7.5
4161,"March 10, 2006",Action,Metal Gear Solid 3: Subsistence,PlayStation 2,9.8
4162,"March 10, 2006",Shooter,Syphon Filter: Dark Mirror,PlayStation Portable,9.3
4163,"March 13, 2006",Racing,Midnight Club 3: DUB Edition Remix,PlayStation 2,8.8
4164,"March 13, 2006",Fighting,Marvel Nemesis: Rise of the Imperfects,PlayStation Portable,6.1
4165,"March 13, 2006",Sports,Let's Ride! Silver Buckle Stables,PlayStation 2,5.5
4166,"March 13, 2006",Racing,Midnight Club 3: DUB Edition Remix,Xbox,8.8
4167,"March 14, 2006",Action,The Outfit,Xbox 360,6.9
4168,"March 14, 2006",Action,Mega Man Powered Up,PlayStation Portable,8.2
4169,"March 14, 2006",Action,Ice Age 2: The Meltdown,GameCube,7.9
4170,"March 14, 2006",Action,Ice Age 2: The Meltdown,PlayStation 2,7.9
4171,"March 14, 2006",Action,Ice Age 2: The Meltdown,Xbox,7.9
4172,"March 14, 2006",Simulation,The Sims 2: Open for Business,PC,7.8
4173,"March 14, 2006",Platformer,Pac-Man World 3,Nintendo DS,4.0
4174,"March 14, 2006",Action,Driver: Parallel Lines,Xbox,7.2
4175,"March 14, 2006",Shooter,Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,6.0
4176,"March 14, 2006",Action,Ice Age 2: The Meltdown,Nintendo DS,5.5
4177,"March 15, 2006","Racing, Action",Driver: Parallel Lines (Limited Edition),PlayStation 2,7.2
4178,"March 15, 2006",Simulation,Tycoon City: New York,PC,7.0
4179,"March 15, 2006",Action,Driver: Parallel Lines,PlayStation 2,7.2
4180,"March 15, 2006",Puzzle,Tetris DS,Nintendo DS,9.0
4181,"March 15, 2006","Sports, Action",AND 1 Streetball,Wireless,7.9
4182,"March 16, 2006",RPG,EverQuest II: Kingdom of Sky,PC,7.7
4183,"March 17, 2006",Action,The Incredible Hulk: Rampage!,Wireless,7.5
4184,"March 17, 2006","Action, Compilation",Capcom Classics Collection Remixed,PlayStation Portable,7.4
4185,"March 17, 2006",Puzzle,Feeding Frenzy,Xbox 360,6.6
4186,"March 17, 2006",Puzzle,Amy's Jigsaw Scrapbook,Wireless,7.0
4187,"March 20, 2006","Action, Adventure",The Godfather,Xbox,7.9
4188,"March 21, 2006",Music,CMT Presents: Karaoke Revolution Country,PlayStation 2,7.2
4189,"March 21, 2006","Action, Adventure",Metroid Prime: Hunters,Nintendo DS,9.0
4190,"March 21, 2006","Action, Adventure",The Godfather,PlayStation 2,7.9
4191,"March 21, 2006","Action, Adventure",The Godfather,PC,7.9
4192,"March 21, 2006","Action, Adventure",The Godfather (Limited Edition),PlayStation 2,7.9
4193,"March 21, 2006","RPG, Simulation",River King: A Wonderful Journey,PlayStation 2,5.5
4194,"March 21, 2006",Strategy,Metal Gear Acid 2,PlayStation Portable,7.7
4195,"March 21, 2006",RPG,Tao's Adventure: Curse of the Demon Seal,Nintendo DS,4.0
4196,"March 21, 2006","Action, Adventure",The Godfather (Limited Edition),Xbox,7.9
4197,"March 22, 2006",RPG,Dungeons & Dragons Online: Stormreach,PC,7.5
4198,"March 22, 2006",RPG,Suikoden V,PlayStation 2,8.2
4199,"March 23, 2006","Flight, Action",Blazing Angels: Squadrons of WWII,Xbox 360,6.8
4200,"March 23, 2006","Flight, Action",Blazing Angels: Squadrons of WWII,Xbox,6.8
4201,"March 24, 2006",Action,SpongeBob SquarePants: The Yellow Avenger,PlayStation Portable,5.7
4202,"March 24, 2006",RPG,The Elder Scrolls IV: Oblivion,Xbox 360,9.3
4203,"March 24, 2006","Action, Adventure",Neopets: Petpet Adventures -- The Wand of Wishing,PlayStation Portable,6.9
4204,"March 24, 2006",Action,Samurai Warriors: State of War,PlayStation Portable,5.8
4205,"March 24, 2006",RPG,The Elder Scrolls IV: Oblivion,PC,9.3
4206,"March 27, 2006",Strategy,Worms: Open Warfare,Nintendo DS,6.0
4207,"March 27, 2006",Strategy,Worms: Open Warfare,PlayStation Portable,7.0
4208,"March 27, 2006","Flight, Action",Blazing Angels: Squadrons of WWII,PC,6.8
4209,"March 27, 2006","Action, Simulation",Warship Gunner 2,PlayStation 2,7.0
4210,"March 28, 2006",Sports,Lil Jon Crunk Golf,Wireless,5.8
4211,"March 28, 2006",Sports,FIFA Street 2,PlayStation Portable,6.2
4212,"March 28, 2006",Wrestling,Rumble Roses XX,Xbox 360,6.5
4213,"March 28, 2006","Action, RPG",Kingdom Hearts II,PlayStation 2,7.6
4214,"March 28, 2006",Strategy,Full Spectrum Warrior: Ten Hammers,Xbox,8.2
4215,"March 28, 2006",Action,Me and My Katamari,PlayStation Portable,7.6
4216,"March 28, 2006",RPG,RF Online,PC,5.5
4217,"March 28, 2006",Action,True Crime: New York City,PC,6.5
4218,"March 28, 2006",Strategy,Full Spectrum Warrior: Ten Hammers,PlayStation 2,8.0
4219,"March 28, 2006",Strategy,Full Spectrum Warrior: Ten Hammers,PC,8.2
4220,"March 28, 2006",Adventure,Harvest Moon: Magical Melody,GameCube,8.2
4221,"March 28, 2006",Music,Beatmania [2006],PlayStation 2,6.0
4222,"March 29, 2006",Action,Tom Clancy's Splinter Cell Essentials,PlayStation Portable,6.3
4223,"March 29, 2006","Strategy, RPG",Space Rangers 2: Rise of the Dominators,PC,8.0
4224,"March 30, 2006",Action,Dynasty Warriors 5: Empires,PlayStation 2,5.3
4225,"March 30, 2006",Shooter,Far Cry Instincts Predator,Xbox 360,8.3
4226,"March 30, 2006",Puzzle,JAMDAT Sudoku,Wireless,7.5
4227,"March 30, 2006",Sports,JAMDAT Sports MLB 2006,Wireless,8.9
4228,"March 31, 2006",Shooter,Red Orchestra: Ostfront 41-45,PC,8.5
4229,"March 31, 2006",Shooter,Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation 2,3.7
4230,"March 31, 2006","Action, RPG",Untold Legends: The Warrior's Code,PlayStation Portable,6.9
4231,"March 31, 2006",Action,SWAT Force,Wireless,7.8
4232,"March 31, 2006",Action,Dynasty Warriors 5: Empires,Xbox 360,5.0
4233,"March 31, 2006","Flight, Action",Rebel Raiders: Operation NightHawk,PlayStation 2,5.0
4234,"March 31, 2006",Shooter,Far Cry Instincts Evolution,Xbox,8.4
4235,"April 3, 2006",Racing,Tourist Trophy: The Real Riding Simulator,PlayStation 2,8.4
4236,"April 3, 2006",Sports,Major League Baseball 2K6,Xbox,7.3
4237,"April 3, 2006",Sports,Major League Baseball 2K6,PlayStation 2,7.3
4238,"April 3, 2006",Sports,Top Spin 2,Xbox 360,7.8
4239,"April 4, 2006",Puzzle,Scrabble Blast,Wireless,7.0
4240,"April 4, 2006",Party,Skee-Ball for Prizes,Wireless,7.0
4241,"April 4, 2006",Sports,Top Spin 2,Nintendo DS,4.0
4242,"April 4, 2006","Sports, Action",EA Air Hockey,Wireless,7.6
4243,"April 4, 2006",Shooter,From Russia With Love,PlayStation Portable,7.1
4244,"April 4, 2006",Sports,NBA Ballers: Phenom,PlayStation 2,7.9
4245,"April 4, 2006","Sports, Action",NBA Ballers: Phenom,Xbox,7.9
4246,"April 5, 2006","Action, Adventure",Tomb Raider: Legend,Xbox,8.2
4247,"April 5, 2006",Puzzle,Go! Sudoku,PlayStation Portable,6.9
4248,"April 5, 2006","Action, Adventure",Tomb Raider: Legend,Xbox 360,8.2
4249,"April 5, 2006","Action, Adventure",Tomb Raider: Legend,PlayStation 2,8.0
4250,"April 5, 2006","Action, Adventure",Tomb Raider: Legend,PC,8.2
4251,"April 6, 2006",Shooter,Commandos Strike Force,Xbox,7.5
4252,"April 6, 2006",Hunting,Super Black Bass Fishing,Nintendo DS,2.5
4253,"April 6, 2006",Shooter,Commandos Strike Force,PlayStation 2,7.5
4254,"April 6, 2006",Fighting,Viewtiful Joe: Red Hot Rumble,PlayStation Portable,6.4
4255,"April 6, 2006",Shooter,Commandos Strike Force,PC,7.5
4256,"April 7, 2006",Racing,Monster 4X4 World Circuit,Xbox,4.2
4257,"April 10, 2006",Shooter,Tom Clancy's Rainbow Six Critical Hour,Xbox,6.0
4258,"April 10, 2006",Sports,Real World Golf,PlayStation 2,7.9
4259,"April 10, 2006",Adventure,Crime Stories,PC,5.2
4260,"April 10, 2006",Casino,The Sopranos Poker,Wireless,5.0
4261,"April 11, 2006",Action,Samurai Champloo: Sidetracked,PlayStation 2,7.2
4262,"April 11, 2006",Pinball,Odama,GameCube,6.5
4263,"April 11, 2006",Action,Condemned: Criminal Origins,PC,8.5
4264,"April 11, 2006",Sports,Major League Baseball 2K6,Xbox 360,7.0
4265,"April 11, 2006",Trivia,Hollywood Squares: Hip Hop Edition,Wireless,6.9
4266,"April 11, 2006",Trivia,Name That Tune!,Wireless,8.0
4267,"April 11, 2006",Shooter,Battlefield 2: Modern Combat,Xbox 360,7.9
4268,"April 11, 2006",Platformer,Kao Challengers,PlayStation Portable,6.0
4269,"April 12, 2006",Fighting,The King of Fighters Neowave,Xbox,6.8
4270,"April 12, 2006",Sports,Real World Golf,Xbox,7.9
4271,"April 12, 2006",Puzzle,Gem Drop,Wireless,6.5
4272,"April 13, 2006",Strategy,American Conquest: Divided Nation,PC,5.6
4273,"April 13, 2006","Action, Adventure",Daemonica,PC,7.0
4274,"April 13, 2006",Action,Brothers in Arms 3D,Wireless,9.5
4275,"April 13, 2006",Adventure,CSI: Crime Scene Investigation: 3 Dimensions of Murder,PC,8.6
4276,"April 14, 2006",Adventure,The Da Vinci Code: The Quest Begins,Wireless,5.0
4277,"April 14, 2006",Action,Ice Age 2: The Meltdown,Game Boy Advance,5.0
4278,"April 17, 2006","Educational, Puzzle",Brain Age: Train Your Brain in Minutes a Day,Nintendo DS,8.0
4279,"April 17, 2006",Adventure,Dreamfall: The Longest Journey,PC,7.4
4280,"April 17, 2006",Adventure,Dreamfall: The Longest Journey,Xbox,7.5
4281,"April 18, 2006",Sports,2006 FIFA World Cup,PlayStation 2,8.4
4282,"April 18, 2006",Sports,2006 FIFA World Cup,PC,8.4
4283,"April 18, 2006",Sports,2006 FIFA World Cup,Xbox 360,8.4
4284,"April 18, 2006",Sports,2006 FIFA World Cup,Xbox,8.4
4285,"April 18, 2006",Sports,2006 FIFA World Cup,GameCube,8.0
4286,"April 18, 2006",Shooter,UberSoldier,PC,6.0
4287,"April 19, 2006",Shooter,Battlestar Galactica [2006],Wireless,6.0
4288,"April 19, 2006",Battle,Monster Rancher EVO,PlayStation 2,6.5
4289,"April 19, 2006",Sports,2006 FIFA World Cup,PlayStation Portable,7.8
4290,"April 20, 2006",Sports,Top Spin 2,Game Boy Advance,6.0
4291,"April 21, 2006","Flight, Action",Ace Combat Zero: The Belkan War,PlayStation 2,8.8
4292,"April 24, 2006",Sports,Major League Baseball 2K6,PlayStation Portable,6.7
4293,"April 24, 2006",Adventure,Poseidon,Wireless,6.0
4294,"April 24, 2006",Action,Rampage: Total Destruction,PlayStation 2,5.0
4295,"April 24, 2006",Action,Rampage: Total Destruction,GameCube,5.0
4296,"April 25, 2006",Racing,OutRun 2006: Coast 2 Coast,Xbox,7.3
4297,"April 25, 2006",Action,Winback 2: Project Poseidon,PlayStation 2,4.4
4298,"April 25, 2006",Strategy,Black & White 2: Battle of the Gods,PC,7.0
4299,"April 25, 2006",Racing,OutRun 2006: Coast 2 Coast,PlayStation 2,7.3
4300,"April 25, 2006",Racing,OutRun 2006: Coast 2 Coast,PlayStation Portable,7.3
4301,"April 25, 2006",Fighting,Guilty Gear Dust Strikers,Nintendo DS,6.0
4302,"April 25, 2006",Action,Winback 2: Project Poseidon,Xbox,4.4
4303,"April 25, 2006",Card,WordKing Poker,Wireless,8.9
4304,"April 26, 2006",Adventure,Call of Cthulhu: Dark Corners of the Earth,PC,7.8
4305,"April 26, 2006","Puzzle, Action",AstroPop,Xbox 360,8.0
4306,"April 26, 2006","Puzzle, Action",Jewel Quest,Xbox 360,6.6
4307,"April 26, 2006",Casino,World Poker Tour,PlayStation Portable,7.0
4308,"April 27, 2006",RPG,Lost Magic,Nintendo DS,6.5
4309,"April 27, 2006",Party,Mini Game Pack,Wireless,8.0
4310,"April 28, 2006","Flight, Action",Blades of Thunder II,Nintendo DS,4.5
4311,"April 28, 2006",Sports,Top Spin 2,Wireless,6.5
4312,"May 1, 2006","Action, RPG",Auto Assault,PC,7.5
4313,"May 1, 2006",Card,Texas Hold 'em: Poker Pack,Nintendo DS,3.5
4314,"May 2, 2006",Action,Naruto: Ninja Council,Game Boy Advance,6.5
4315,"May 2, 2006",Adventure,Keepsake,PC,7.2
4316,"May 3, 2006",RPG,Final Fantasy XI (Xbox 360 Edition),Xbox 360,6.9
4317,"May 3, 2006",RPG,The Elder Scrolls IV: Oblivion,Wireless,8.4
4318,"May 3, 2006",Music,Dance Dance Revolution [2006],Wireless,6.0
4319,"May 5, 2006",Platformer,Over the Hedge,Nintendo DS,8.2
4320,"May 5, 2006",Action,Mission: Impossible III,Wireless,9.0
4321,"May 6, 2006",Platformer,New Super Mario Bros.,Nintendo DS,9.5
4322,"May 16, 2006",Puzzle,The Da Vinci Code: Helix,Wireless,5.0
4323,"May 17, 2006",Adventure,Bone: The Great Cow Race,PC,8.6
4324,"May 17, 2006",Action,Super Pac-Man,Wireless,8.0
4325,"May 18, 2006",Action,X-Men: The Official Game,Nintendo DS,5.7
4326,"May 18, 2006",Action,X-Men: The Official Game,Xbox,5.9
4327,"May 18, 2006",Action,X-Men: The Official Game,PlayStation 2,5.9
4328,"May 18, 2006",Action,X-Men: The Official Game,GameCube,5.9
4329,"May 18, 2006","Puzzle, Action",Lemmings,PlayStation Portable,7.8
4330,"May 18, 2006",Shooter,Tom Clancy's Ghost Recon Advanced Warfighter,PC,8.1
4331,"May 19, 2006",Strategy,Rise of Nations: Rise of Legends,PC,8.2
4332,"May 19, 2006",Strategy,Field Commander,PlayStation Portable,8.4
4333,"May 22, 2006",Sports,Rockstar Games Presents Table Tennis,Xbox 360,7.8
4334,"May 22, 2006","Sports, Action",NBA Ballers: Rebound,PlayStation Portable,7.4
4335,"May 22, 2006",RPG,Guild Wars Factions,PC,8.5
4336,"May 22, 2006",Card,Uno [2006],Xbox 360,7.7
4337,"May 22, 2006",Puzzle,Dr. Sudoku,Game Boy Advance,6.5
4338,"May 22, 2006",Card,Scuba Solitaire,Wireless,8.1
4339,"May 22, 2006",Action,Aliens vs. Predator 3D,Wireless,6.9
4340,"May 22, 2006",Action,X-Men: The Official Game,Xbox 360,5.9
4341,"May 23, 2006",Racing,World Rally Championship,PlayStation Portable,6.2
4342,"May 23, 2006",Action,The Da Vinci Code,PC,4.5
4343,"May 23, 2006",Action,The Da Vinci Code,PlayStation 2,4.8
4344,"May 23, 2006",Action,The Da Vinci Code,Xbox,4.8
4345,"May 24, 2006",Action,Classified: The Sentinel Crisis,Xbox,2.1
4346,"May 24, 2006",Shooter,SiN Episodes: Emergence,PC,8.0
4347,"May 24, 2006",Action,X-Men 3,Wireless,5.2
4348,"May 25, 2006",Platformer,Over the Hedge,GameCube,6.5
4349,"May 25, 2006",RPG,Metal Saga,PlayStation 2,7.0
4350,"May 25, 2006",Shooter,Rogue Trooper,Xbox,8.0
4351,"May 25, 2006",Shooter,Rogue Trooper,PlayStation 2,8.0
4352,"May 25, 2006",Action,Over the Hedge,PlayStation 2,6.5
4353,"May 25, 2006",Platformer,Over the Hedge,Xbox,6.5
4354,"May 25, 2006",Shooter,Army Men: Major Malfunction,Xbox,3.0
4355,"May 25, 2006",Action,X-Men: The Official Game,PC,5.7
4356,"May 26, 2006",Racing,The Fast and the Furious: Tokyo Drift,Wireless,7.9
4357,"May 26, 2006",Action,JAWS Unleashed,Xbox,7.4
4358,"May 26, 2006",Action,Teen Titans,GameCube,6.0
4359,"May 26, 2006",Strategy,Heroes of Might and Magic V,PC,7.8
4360,"May 26, 2006",Action,JAWS Unleashed,PlayStation 2,7.4
4361,"May 26, 2006",Action,Teen Titans,PlayStation 2,6.0
4362,"May 26, 2006",Sports,The Hustle: Detroit Streets,PlayStation 2,6.8
4363,"May 26, 2006",Action,Dino Master,Nintendo DS,2.5
4364,"May 26, 2006",Sports,The Hustle: Detroit Streets,Xbox,7.0
4365,"May 26, 2006",Racing,Race Driver 2006,PlayStation Portable,8.5
4366,"May 30, 2006",Action,Hitman: Blood Money,Xbox,8.0
4367,"May 30, 2006",Action,Kao the Kangaroo Round 2,PlayStation 2,5.5
4368,"May 30, 2006",Action,Kao the Kangaroo Round 2,GameCube,5.5
4369,"May 30, 2006",Action,Hitman: Blood Money,PlayStation 2,8.0
4370,"May 30, 2006",Action,Hitman: Blood Money,Xbox 360,8.0
4371,"May 30, 2006",Action,Kao the Kangaroo Round 2,PC,5.5
4372,"May 30, 2006","Action, Adventure",Steambot Chronicles,PlayStation 2,7.3
4373,"May 30, 2006",Action,Shadowgrounds,PC,7.5
4374,"May 30, 2006",Action,Monster Hunter Freedom,PlayStation Portable,7.7
4375,"May 30, 2006","Action, Adventure",Steambot Chronicles,PlayStation 2,7.3
4376,"May 30, 2006",Action,Hitman: Blood Money,PC,8.0
4377,"May 31, 2006",Action,Paperboy,Wireless,7.0
4378,"May 31, 2006",Racing,Tokyo Xtreme Racer DRIFT,PlayStation 2,4.5
4379,"May 31, 2006",Action,Top Gun [2006],Nintendo DS,5.0
4380,"May 31, 2006","Flight, Action",Battle of Europe,PC,5.4
4381,"May 31, 2006",Hunting,Cabela's Dangerous Hunts: Ultimate Challenge,PlayStation Portable,5.5
4382,"May 31, 2006",Strategy,SpellForce 2: Shadow Wars,PC,8.4
4383,"May 31, 2006","Puzzle, Action",Lumines,Wireless,8.8
4384,"June 1, 2006",Card,Stacked with Daniel Negreanu,PlayStation 2,4.8
4385,"June 1, 2006",Card,Stacked with Daniel Negreanu,Xbox,4.8
4386,"June 1, 2006","Racing, Simulation",Gallop Racer 2006,PlayStation 2,8.5
4387,"June 1, 2006",Card,Stacked with Daniel Negreanu,PC,4.8
4388,"June 1, 2006",Shooter,Half-Life 2: Episode One,PC,8.5
4389,"June 2, 2006",Racing,Cars,Wireless,7.2
4390,"June 2, 2006",Shooter,Gradius Collection,PlayStation Portable,8.1
4391,"June 2, 2006","Educational, Puzzle",Big Brain Academy,Nintendo DS,8.1
4392,"June 5, 2006",Action,Grand Theft Auto: Liberty City Stories,PlayStation 2,8.0
4393,"June 5, 2006",Puzzle,Puzzle Challenge: Crosswords and More!,PlayStation 2,6.3
4394,"June 5, 2006","Puzzle, Compilation",Puzzle Challenge: Crosswords and More!,PlayStation Portable,6.4
4395,"June 5, 2006",Shooter,Battlefield 2: Armored Fury,PC,8.0
4396,"June 5, 2006",Puzzle,Magnetica,Nintendo DS,8.0
4397,"June 5, 2006",Simulation,Two Scoop Twist,Wireless,7.9
4398,"June 6, 2006",RPG,Astonishia Story,PlayStation Portable,5.5
4399,"June 7, 2006",Shooter,Alpha Wing 2,Wireless,8.4
4400,"June 7, 2006",Shooter,Radio Allergy,Dreamcast,6.5
4401,"June 7, 2006",Action,Over the Hedge,PC,6.5
4402,"June 8, 2006",Racing,Cars,Nintendo DS,5.8
4403,"June 8, 2006",Shooter,Rogue Trooper,PC,8.0
4404,"June 8, 2006","Sports, Action",AND 1 Streetball,Xbox,4.1
